interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC	database source
FBXO25	GFAP	Q8TCJ0	P14136	Biogrid
FBXO25	ATP2A2	Q8TCJ0	P16615	Biogrid
FBXO25	TCP1	Q8TCJ0	P17987	Biogrid
FBXO25	ATP5A1	Q8TCJ0	-	Biogrid
FBXO25	CAD	Q8TCJ0	P27708	Biogrid
FBXO25	DNAJA1	Q8TCJ0	P31689	Biogrid
FBXO25	MCM7	Q8TCJ0	P33993	Biogrid
FBXO25	IQGAP1	Q8TCJ0	P46940	Biogrid
FBXO25	HNRNPF	Q8TCJ0	P52597	Biogrid
FBXO25	MSH6	Q8TCJ0	P52701	Biogrid
FBXO25	HSPA2	Q8TCJ0	P54652	Biogrid
FBXO25	PSMD4	Q8TCJ0	P55036	Biogrid
FBXO25	CSE1L	Q8TCJ0	P55060	Biogrid
FBXO25	NAP1L1	Q8TCJ0	P55209	Biogrid
FBXO25	NPEPPS	Q8TCJ0	P55786	Biogrid
FBXO25	PSMC1	Q8TCJ0	P62191	Biogrid
FBXO25	RPS27A	Q8TCJ0	P62979	Biogrid
FBXO25	TUBA4A	Q8TCJ0	P68366	Biogrid
FBXO25	IGBP1	Q8TCJ0	P78318	Biogrid
FBXO25	EEF1A2	Q8TCJ0	Q05639	Biogrid
FBXO25	FLII	Q8TCJ0	Q13045	Biogrid
FBXO25	PSMD2	Q8TCJ0	Q13200	Biogrid
FBXO25	TUBB3	Q8TCJ0	Q13509	Biogrid
FBXO25	TUBB2A	Q8TCJ0	Q13885	Biogrid
FBXO25	TRIP13	Q8TCJ0	Q15645	Biogrid
FBXO25	FBXO32	Q8TCJ0	Q969P5	Biogrid
FBXO25	ACTBL2	Q8TCJ0	Q562R1	Biogrid
FBXO25	TMOD3	Q8TCJ0	Q9NYL9	Biogrid
FBXO25	MPRIP	Q8TCJ0	Q6WCQ1	Biogrid
FBXO25	SMC3	Q8TCJ0	Q9UQE7	Biogrid
FBXO25	TTC9C	Q8TCJ0	Q8N5M4	Biogrid
FBXO25	ACTG1	Q8TCJ0	P63261	Biogrid
FBXO25	TUBB1	Q8TCJ0	Q9H4B7	Biogrid
FBXO25	RAI14	Q8TCJ0	Q9P0K7	Biogrid
FBXO25	UNC45A	Q8TCJ0	Q9H3U1	Biogrid
FBXO25	XPOT	Q8TCJ0	O43592	Biogrid
FBXO25	LRPPRC	Q8TCJ0	P42704	Biogrid
FBXO25	PHGDH	Q8TCJ0	O43175	Biogrid
FBXO25	MTHFD1	Q8TCJ0	P11586	Biogrid
FBXO25	EEF2	Q8TCJ0	P13639	Biogrid
FBXO25	CFL1	Q8TCJ0	P23528	Biogrid
FBXO25	CCT6A	Q8TCJ0	P40227	Biogrid
FBXO25	CCT8	Q8TCJ0	P50990	Biogrid
FBXO25	COPA	Q8TCJ0	P53621	Biogrid
FBXO25	DBN1	Q8TCJ0	Q16643	Biogrid
FBXO25	HIST2H2BE	Q8TCJ0	-	Biogrid
FBXO25	NCL	Q8TCJ0	P19338	Biogrid
FBXO25	TUBA1C	Q8TCJ0	Q9BQE3	Biogrid
FBXO25	RUVBL2	Q8TCJ0	Q9Y230	Biogrid
FBXO25	RUVBL1	Q8TCJ0	Q9Y265	Biogrid
FBXO25	UBE2D3	Q8TCJ0	P61077	Biogrid
FBXO25	ELK1	Q8TCJ0	P19419	Biogrid
FBXO25	PRKCA	Q8TCJ0	P17252	Biogrid
FBXO25	GTF2B	Q8TCJ0	Q00403	Biogrid
FBXO25	DDX42	Q8TCJ0	Q86XP3	Biogrid
FBXO25	SAMHD1	Q8TCJ0	Q9Y3Z3	Biogrid
FBXO25	ADRBK1	Q8TCJ0	-	Biogrid
FBXO25	PIP4K2C	Q8TCJ0	Q8TBX8	Biogrid
FBXO25	LUC7L	Q8TCJ0	Q9NQ29	Biogrid
FBXO25	RPAP3	Q8TCJ0	Q9H6T3	Biogrid
FBXO25	ANKRD13A	Q8TCJ0	Q8IZ07	Biogrid
FBXO25	PAK4	Q8TCJ0	O96013	Biogrid
FBXO25	BMX	Q8TCJ0	P51813	Biogrid
FBXO25	IRS1	Q8TCJ0	P35568	Biogrid
FBXO25	FKBP3	Q8TCJ0	Q00688	Biogrid
FBXO25	DNAJB2	Q8TCJ0	P25686	Biogrid
FBXO25	RPS6KB2	Q8TCJ0	Q9UBS0	Biogrid
FBXO25	G3BP1	Q8TCJ0	Q13283	Biogrid
FBXO25	CDK9	Q8TCJ0	P50750	Biogrid
FBXO25	DYRK4	Q8TCJ0	Q9NR20	Biogrid
FBXO25	C19orf57	Q8TCJ0	Q0VDD7	Biogrid
FBXO25	CENPB	Q8TCJ0	P07199	Biogrid
FBXO25	PRKG2	Q8TCJ0	Q13237	Biogrid
FBXO25	UBQLN1	Q8TCJ0	Q9UMX0	Biogrid
FBXO25	DYRK3	Q8TCJ0	O43781	Biogrid
FBXO25	PPID	Q8TCJ0	Q08752	Biogrid
FBXO25	EGFR	Q8TCJ0	P00533	Biogrid
FBXO25	PCK1	Q8TCJ0	P35558	Biogrid
FBXO25	AXL	Q8TCJ0	P30530	Biogrid
FBXO25	ORC4	Q8TCJ0	O43929	Biogrid
FBXO25	UBE2E3	Q8TCJ0	Q969T4	Biogrid
FBXO25	ARHGAP1	Q8TCJ0	Q07960	Biogrid
DAB2	CDK1	P98082	P06493	Biogrid
DAB2	LRP2	P98082	P98164	Biogrid
DAB2	PIN1	P98082	Q13526	Biogrid
DAB2	DVL2	P98082	O14641	Biogrid
DAB2	SMAD2	P98082	Q15796	Biogrid
DAB2	SMAD3	P98082	P84022	Biogrid
DAB2	TGFBR2	P98082	P37173	Biogrid
DAB2	APP	P98082	P05067	Biogrid
DAB2	INPP5D	P98082	Q92835	Biogrid
DAB2	AP2A2	P98082	O94973	Biogrid
DAB2	GRB2	P98082	P62993	Biogrid
DAB2	ITSN1	P98082	Q15811	Biogrid
DAB2	FN1	P98082	P02751	Biogrid
DAB2	AP2B1	P98082	P63010	Biogrid
DAB2	AP2A1	P98082	O95782	Biogrid
DAB2	CLTC	P98082	Q00610	Biogrid
DAB2	NUP155	P98082	O75694	Biogrid
DAB2	SEC24B	P98082	O95487	Biogrid
DAB2	AP2M1	P98082	Q96CW1	Biogrid
DAB2	SF3B2	P98082	Q13435	Biogrid
DAB2	PYCR1	P98082	P32322	Biogrid
DAB2	AURKA	P98082	O14965	Biogrid
DAB2	C14orf166	P98082	-	Biogrid
DAB2	CPSF6	P98082	Q16630	Biogrid
DAB2	AHCY	P98082	P23526	Biogrid
DAB2	ACTB	P98082	P60709	Biogrid
DAB2	SMURF2	P98082	Q9HAU4	Biogrid
DAB2	CFTR	P98082	P13569	Biogrid
DAB2	SLC25A41	P98082	Q8N5S1	Biogrid
DAB2	PRKCB	P98082	P05771	Biogrid
DAB2	PRKCG	P98082	P05129	Biogrid
DAB2	PRKCD	P98082	Q05655	Biogrid
DAB2	XPO1	P98082	O14980	Biogrid
DAB2	CAPZA2	P98082	P47755	Biogrid
DAB2	DBN1	P98082	Q16643	Biogrid
DAB2	FLNA	P98082	P21333	Biogrid
DAB2	GAK	P98082	O14976	Biogrid
DAB2	IQGAP1	P98082	P46940	Biogrid
DAB2	ACTR2	P98082	P61160	Biogrid
DAB2	SYNPO	P98082	Q8N3V7	Biogrid
DAB2	MAPRE1	P98082	Q15691	Biogrid
DAB2	LIMA1	P98082	Q9UHB6	Biogrid
DAB2	GTSE1	P98082	Q9NYZ3	Biogrid
DAB2	ANLN	P98082	Q9NQW6	Biogrid
DAB2	Actb	P98082	-	Biogrid
DAB2	Tmod3	P98082	-	Biogrid
DAB2	Lima1	P98082	-	Biogrid
DAB2	Calml3	P98082	-	Biogrid
DAB2	Myh10	P98082	-	Biogrid
DAB2	Flnb	P98082	-	Biogrid
TUBG1	BRCA1	P23258	P38398	Biogrid
TUBG1	RASSF1	P23258	Q9NS23	Biogrid
TUBG1	MARK4	P23258	Q96L34	Biogrid
TUBG1	IKBKG	P23258	Q9Y6K9	Biogrid
TUBG1	PARK2	P23258	-	Biogrid
TUBG1	CTBP1	P23258	Q13363	Biogrid
TUBG1	MYC	P23258	P01106	Biogrid
TUBG1	NBN	P23258	O60934	Biogrid
TUBG1	YWHAZ	P23258	P63104	Biogrid
TUBG1	Mad2l1	P23258	-	Biogrid
TUBG1	Tubg1	P23258	-	Biogrid
TUBG1	PLK1	P23258	P53350	Biogrid
TUBG1	SYK	P23258	P43405	Biogrid
TUBG1	CDK2	P23258	P24941	Biogrid
TUBG1	CCNE1	P23258	P24864	Biogrid
TUBG1	PDCD6IP	P23258	Q8WUM4	Biogrid
TUBG1	SOCS1	P23258	O15524	Biogrid
TUBG1	HSPA4	P23258	P34932	Biogrid
TUBG1	AURKA	P23258	O14965	Biogrid
TUBG1	TUBG1	P23258	P23258	Biogrid
TUBG1	TUBGCP4	P23258	Q9UGJ1	Biogrid
TUBG1	FBXO6	P23258	Q9NRD1	Biogrid
TUBG1	CCP110	P23258	O43303	Biogrid
TUBG1	CDC20	P23258	Q12834	Biogrid
TUBG1	PARD6A	P23258	Q9NPB6	Biogrid
TUBG1	SMG1	P23258	Q96Q15	Biogrid
TUBG1	SOX2	P23258	P48431	Biogrid
TUBG1	HECW2	P23258	Q9P2P5	Biogrid
TUBG1	SAMHD1	P23258	Q9Y3Z3	Biogrid
TUBG1	HAUS2	P23258	Q9NVX0	Biogrid
TUBG1	ACTB	P23258	P60709	Biogrid
TUBG1	ARMC5	P23258	Q96C12	Biogrid
TUBG1	CAD	P23258	P27708	Biogrid
TUBG1	CCDC8	P23258	Q9H0W5	Biogrid
TUBG1	CCT2	P23258	P78371	Biogrid
TUBG1	CCT6A	P23258	P40227	Biogrid
TUBG1	CCT8	P23258	P50990	Biogrid
TUBG1	HSPA1A	P23258	P0DMV8	Biogrid
TUBG1	DDA1	P23258	Q9BW61	Biogrid
TUBG1	EEF1A1	P23258	P68104	Biogrid
TUBG1	EEF1A2	P23258	Q05639	Biogrid
TUBG1	RPL17	P23258	P18621	Biogrid
TUBG1	RPL24	P23258	P83731	Biogrid
TUBG1	RPL23	P23258	P62829	Biogrid
TUBG1	GTF2I	P23258	P78347	Biogrid
TUBG1	HNRNPU	P23258	Q00839	Biogrid
TUBG1	HSPA5	P23258	P11021	Biogrid
TUBG1	HSPA7	P23258	P48741	Biogrid
TUBG1	HSPA8	P23258	P11142	Biogrid
TUBG1	IRS4	P23258	O14654	Biogrid
TUBG1	LAMP2	P23258	P13473	Biogrid
TUBG1	RPL7AP27	P23258	-	Biogrid
TUBG1	LONP1	P23258	P36776	Biogrid
TUBG1	MRPS34	P23258	P82930	Biogrid
TUBG1	MRPS7	P23258	Q9Y2R9	Biogrid
TUBG1	PDCD5	P23258	O14737	Biogrid
TUBG1	PRPF3	P23258	O43395	Biogrid
TUBG1	RPL10A	P23258	P62906	Biogrid
TUBG1	RPL13A	P23258	P40429	Biogrid
TUBG1	RPL18A	P23258	Q02543	Biogrid
TUBG1	RPL26	P23258	P61254	Biogrid
TUBG1	RPL26L1	P23258	Q9UNX3	Biogrid
TUBG1	RPL31	P23258	P62899	Biogrid
TUBG1	RPL5	P23258	P46777	Biogrid
TUBG1	RPL6	P23258	Q02878	Biogrid
TUBG1	RPL7	P23258	P18124	Biogrid
TUBG1	RPLP0	P23258	P05388	Biogrid
TUBG1	RPLP2	P23258	P05387	Biogrid
TUBG1	RPS11	P23258	P62280	Biogrid
TUBG1	RPS13	P23258	P62277	Biogrid
TUBG1	RPS14	P23258	P62263	Biogrid
TUBG1	RPS15	P23258	P62841	Biogrid
TUBG1	RPS15A	P23258	P62244	Biogrid
TUBG1	RPS16	P23258	P62249	Biogrid
TUBG1	RPS2	P23258	P15880	Biogrid
TUBG1	RPS23	P23258	P62266	Biogrid
TUBG1	RPS25	P23258	P62851	Biogrid
TUBG1	RPS3A	P23258	P61247	Biogrid
TUBG1	RPS4X	P23258	P62701	Biogrid
TUBG1	SKP1	P23258	P63208	Biogrid
TUBG1	SPINT2	P23258	O43291	Biogrid
TUBG1	SPTBN1	P23258	Q01082	Biogrid
TUBG1	SUPT6H	P23258	Q7KZ85	Biogrid
TUBG1	TCP1	P23258	P17987	Biogrid
TUBG1	TIMM13	P23258	Q9Y5L4	Biogrid
TUBG1	TUBA1A	P23258	Q71U36	Biogrid
TUBG1	TUBA1C	P23258	Q9BQE3	Biogrid
TUBG1	TUBA4A	P23258	P68366	Biogrid
TUBG1	TUBB1	P23258	Q9H4B7	Biogrid
TUBG1	NEDD1	P23258	Q8NHV4	Biogrid
TUBG1	TP53	P23258	P04637	Biogrid
TUBG1	TUBGCP2	P23258	Q9BSJ2	Biogrid
TUBG1	UBB	P23258	P0CG47	Biogrid
TUBG1	UBR5	P23258	O95071	Biogrid
TUBG1	OLA1	P23258	Q9NTK5	Biogrid
TUBG1	EGFR	P23258	P00533	Biogrid
TUBG1	CUL4B	P23258	Q13620	Biogrid
TUBG1	NTRK1	P23258	P04629	Biogrid
TUBG1	APP	P23258	P05067	Biogrid
TUBG1	XPO1	P23258	O14980	Biogrid
TUBG1	CPS1	P23258	P31327	Biogrid
TUBG1	CPT1A	P23258	P50416	Biogrid
TUBG1	DNAJB1	P23258	P25685	Biogrid
TUBG1	LGALS3BP	P23258	Q08380	Biogrid
TUBG1	RPN1	P23258	P04843	Biogrid
TUBG1	FLII	P23258	Q13045	Biogrid
TUBG1	SNCA	P23258	P37840	Biogrid
TUBG1	SCAF11	P23258	Q99590	Biogrid
TUBG1	LIMA1	P23258	Q9UHB6	Biogrid
TUBG1	LRWD1	P23258	Q9UFC0	Biogrid
TUBG1	PPFIA1	P23258	Q13136	Biogrid
TUBG1	KEAP1	P23258	Q14145	Biogrid
TUBG1	STIP1	P23258	P31948	Biogrid
TUBG1	GANAB	P23258	Q14697	Biogrid
TUBG1	XRN1	P23258	Q8IZH2	Biogrid
TUBG1	WIZ	P23258	O95785	Biogrid
TUBG1	PDCL3	P23258	Q9H2J4	Biogrid
TUBG1	LAMA1	P23258	P25391	Biogrid
TUBG1	PRKACA	P23258	P17612	Biogrid
TUBG1	Nedd1	P23258	-	Biogrid
TUBG1	RAD51	P23258	Q06609	Biogrid
TUBG1	ESR1	P23258	P03372	Biogrid
TUBG1	SNW1	P23258	Q13573	Biogrid
TUBG1	CDC5L	P23258	Q99459	Biogrid
TUBG1	FAF2	P23258	Q96CS3	Biogrid
TUBG1	POU5F1	P23258	Q01860	Biogrid
TUBG1	TUBG2	P23258	Q9NRH3	Biogrid
TUBG1	FANCA	P23258	O15360	Biogrid
TUBG1	CD2BP2	P23258	O95400	Biogrid
TUBG1	TWIST1	P23258	Q15672	Biogrid
TUBG1	CSNK1A1	P23258	P48729	Biogrid
TUBG1	EFTUD2	P23258	Q15029	Biogrid
TUBG1	PFDN5	P23258	Q99471	Biogrid
TUBG1	SLC25A13	P23258	Q9UJS0	Biogrid
TUBG1	PFDN1	P23258	O60925	Biogrid
TUBG1	GNB2	P23258	P62879	Biogrid
TUBG1	PWP1	P23258	Q13610	Biogrid
TUBG1	CDKN2A	P23258	P42771|Q8N726	Biogrid
TUBG1	TXNDC9	P23258	O14530	Biogrid
TUBG1	ATP5C1	P23258	-	Biogrid
TUBG1	DCAF7	P23258	P61962	Biogrid
TUBG1	PCM1	P23258	Q15154	Biogrid
TUBG1	vpr	P23258	-	Biogrid
TUBG1	PHB	P23258	P35232	Biogrid
TUBG1	GNB2L1	P23258	-	Biogrid
